review_item_id,source_id,source_name,risk_type,review_status,review_required_reason,automation_blocked,human_review_only,credential_required,terms_url_or_note,priority,collectors_active,monitors_active,live_fetch_performed,live_source_coverage
REVIEW-EDA-PUBLIC-WORKS-ECONOMIC-AD-ACD229,EDA-PUBLIC-WORKS-ECONOMIC-AD-ACD229,EDA Public Works & Economic Adjustment Assistance (PWEAA),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.eda.gov/funding/programs/public-works,1,False,False,False,False
REVIEW-EDA-TRIBAL-ECONOMIC-DEVELOPM-3596B7,EDA-TRIBAL-ECONOMIC-DEVELOPM-3596B7,EDA Tribal Economic Development Resources,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.eda.gov/resources/tribal-economic-development-resources,1,False,False,False,False
REVIEW-FED-GRANTS,FED-GRANTS,Grants.gov,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.grants.gov/api/api-guide,1,False,False,False,False
REVIEW-FED-SAM-AL,FED-SAM-AL,SAM.gov Assistance Listings,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://sam.gov/content/assistance-listings,1,False,False,False,False
REVIEW-FHWA-OFFICE-OF-TRIBAL-TRANSP-6BBDFE,FHWA-OFFICE-OF-TRIBAL-TRANSP-6BBDFE,FHWA Office of Tribal Transportation — GovDelivery topic,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://public.govdelivery.com/accounts/USDOTFHWA/subscriber/new?topic_id=USDOTFHWA_83,1,False,False,False,False
REVIEW-FIRST-NATIONS-DEVELOPMENT-IN-FD2A9C,FIRST-NATIONS-DEVELOPMENT-IN-FD2A9C,First Nations Development Institute Grantmaking,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.firstnations.org/grantmaking/,1,False,False,False,False
REVIEW-FTA-TRIBAL-GOVERNMENTS-HUB-5025A2,FTA-TRIBAL-GOVERNMENTS-HUB-5025A2,FTA Tribal Governments hub,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.transit.dot.gov/funding/tribal-governments,1,False,False,False,False
REVIEW-FTA-TRIBAL-TRANSIT-COMPETITI-6A8E78,FTA-TRIBAL-TRANSIT-COMPETITI-6A8E78,FTA Tribal Transit Competitive Program (5311(c)(1)(A)),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.transit.dot.gov/tribal-transit,1,False,False,False,False
REVIEW-FTA-TRIBAL-TRANSIT-FORMULA-P-5B93C7,FTA-TRIBAL-TRANSIT-FORMULA-P-5B93C7,FTA Tribal Transit Formula Program (5311(c)(1)(B)),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.transit.dot.gov/funding/grants/tribal-transit-formula-grants-5311c1b,1,False,False,False,False
REVIEW-GRANTS-GOV-FETCHOPPORTUNITY-33AA88,GRANTS-GOV-FETCHOPPORTUNITY-33AA88,Grants.gov fetchOpportunity API,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.grants.gov/v1/api/fetchOpportunity,1,False,False,False,False
REVIEW-GRANTS-GOV-SAVED-SEARCH-EMAI-324B7D,GRANTS-GOV-SAVED-SEARCH-EMAI-324B7D,Grants.gov saved-search email alerts,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.grants.gov/search-grants,1,False,False,False,False
REVIEW-GRANTS-GOV-SEARCH2-API-2C1391,GRANTS-GOV-SEARCH2-API-2C1391,Grants.gov Search2 API,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.grants.gov/v1/api/search2,1,False,False,False,False
REVIEW-GRANTS-GOV-SEARCH2-REST-API-D3C9B4,GRANTS-GOV-SEARCH2-REST-API-D3C9B4,Grants.gov Search2 REST API,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.grants.gov/v1/api/search2,1,False,False,False,False
REVIEW-GRANTS-GOV-SIMPLER-GRANTS-GO-F58A17,GRANTS-GOV-SIMPLER-GRANTS-GO-F58A17,Grants.gov / Simpler.Grants.gov,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.grants.gov,1,False,False,False,False
REVIEW-HAZARD-MITIGATION-GRANT-PROG-FD574C,HAZARD-MITIGATION-GRANT-PROG-FD574C,Hazard Mitigation Grant Program (HMGP),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.fema.gov/grants/mitigation/hazard-mitigation,1,False,False,False,False
REVIEW-HHS-HRSA,HHS-HRSA,HRSA Find Funding,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hrsa.gov/grants/find-funding,1,False,False,False,False
REVIEW-HUD-IHBG-COMPETITIVE-IHBG-CO-AB76ED,HUD-IHBG-COMPETITIVE-IHBG-CO-AB76ED,HUD IHBG-Competitive (IHBG-COMP),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hud.gov/helping-americans/public-indian-housing-ihbg-cgp,1,False,False,False,False
REVIEW-HUD-INDIAN-COMMUNITY-DEVELOP-905C41,HUD-INDIAN-COMMUNITY-DEVELOP-905C41,HUD Indian Community Development Block Grant (ICDBG),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hud.gov/helping-americans/public-indian-housing-grants-icdbg,1,False,False,False,False
REVIEW-HUD-INDIAN-HOUSING-BLOCK-GRA-9A8B5E,HUD-INDIAN-HOUSING-BLOCK-GRA-9A8B5E,HUD Indian Housing Block Grant (IHBG),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hud.gov/helping-americans/public-indian-housing-ihbg,1,False,False,False,False
REVIEW-HUD-ONAP-CODETALK-HUB-5CA7C5,HUD-ONAP-CODETALK-HUB-5CA7C5,HUD ONAP Codetalk Hub,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hud.gov/codetalk,1,False,False,False,False
REVIEW-HUD-ONAP-DEAR-TRIBAL-LEADER-162C81,HUD-ONAP-DEAR-TRIBAL-LEADER-162C81,HUD ONAP Dear Tribal Leader Letters,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hud.gov/helping-americans/public-indian-housing-tribal-letters,1,False,False,False,False
REVIEW-NAT-ATC,NAT-ATC,Access to Capital Clearinghouse,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.bia.gov/atc,1,False,False,False,False
REVIEW-NATIVE-AMERICANS-IN-PHILANTH-34379B,NATIVE-AMERICANS-IN-PHILANTH-34379B,Native Americans in Philanthropy Grantwatch,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://nativephilanthropy.org/grants,1,False,False,False,False
REVIEW-NSF-FUNDING,NSF-FUNDING,NSF Funding Opportunities,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nsf.gov/funding,1,False,False,False,False
REVIEW-NSF-PROGRAM-ANNOUNCEMENTS-RS-2B3EFD,NSF-PROGRAM-ANNOUNCEMENTS-RS-2B3EFD,NSF Program Announcements RSS,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nsf.gov/rss/rss_www_funding_pgm_annc_inf.xml,1,False,False,False,False
REVIEW-SAM-CREDENTIAL-ROLE,SAM-CREDENTIAL-ROLE,SAM.gov API key and role approval,credential_and_role_required,pending,"scraping is prohibited; API key required and a SAM role is needed to move from 10 to 1,000 requests per day",True,False,True,https://sam.gov/profile/details,1,False,False,False,False
REVIEW-SAM-GOV-ASSISTANCE-LISTINGS-4DBA70,SAM-GOV-ASSISTANCE-LISTINGS-4DBA70,SAM.gov Assistance Listings API,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.sam.gov/assistance-listings/v1/search,1,False,False,False,False
REVIEW-SAM-GOV-ASSISTANCE-LISTINGS-BA260C,SAM-GOV-ASSISTANCE-LISTINGS-BA260C,SAM.gov Assistance Listings and bulk data,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://sam.gov/content/assistance-listings,1,False,False,False,False
REVIEW-SC-ABSENCE-OF-A-CENTRAL-GRAN-772EF9,SC-ABSENCE-OF-A-CENTRAL-GRAN-772EF9,SC absence of a central grants portal,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.sc.gov,1,False,False,False,False
REVIEW-SC-HOUSING-CHDO-CERTIFICATIO-C55EDF,SC-HOUSING-CHDO-CERTIFICATIO-C55EDF,SC Housing CHDO Certification,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://schousing.sc.gov/development/community-housing-development-organizations,1,False,False,False,False
REVIEW-SCEMD-MITIGATION-HMGP-56206E,SCEMD-MITIGATION-HMGP-56206E,SCEMD Mitigation / HMGP,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.scemd.org/recover/mitigation,1,False,False,False,False
REVIEW-SCRA-TECH-CATALYST-FUND-72514E,SCRA-TECH-CATALYST-FUND-72514E,SCRA Tech Catalyst Fund,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://scra.org/get-to-know/tech-catalyst-fund/,1,False,False,False,False
REVIEW-SIMPLER-GRANTS-GOV-API-485D8E,SIMPLER-GRANTS-GOV-API-485D8E,Simpler.Grants.gov API,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.simpler.grants.gov,1,False,False,False,False
REVIEW-SIMPLER-GRANTS-GOV-EXTRACTS-92CF68,SIMPLER-GRANTS-GOV-EXTRACTS-92CF68,Simpler.Grants.gov Extracts,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.simpler.grants.gov/v1/extracts,1,False,False,False,False
REVIEW-SPA-TERMS-GRANTS-GOV,SPA-TERMS-GRANTS-GOV,Grants.gov site terms,terms_text_unretrievable,pending,terms page is client-rendered and served no policy text; 'no terms found' is not 'no terms exist',True,True,False,https://www.grants.gov/,1,False,False,False,False
REVIEW-SPA-TERMS-REGULATIONS-GOV,SPA-TERMS-REGULATIONS-GOV,Regulations.gov terms and user notice,terms_text_unretrievable,pending,terms page is client-rendered and served no policy text; 'no terms found' is not 'no terms exist',True,True,False,https://www.regulations.gov/,1,False,False,False,False
REVIEW-SPA-TERMS-REPORTER-NIH,SPA-TERMS-REPORTER-NIH,NIH RePORTER terms of use,terms_text_unretrievable,pending,terms page is client-rendered and served no policy text; 'no terms found' is not 'no terms exist',True,True,False,https://reporter.nih.gov/,1,False,False,False,False
REVIEW-SPA-TERMS-USASPENDING,SPA-TERMS-USASPENDING,USAspending.gov about/terms,terms_text_unretrievable,pending,terms page is client-rendered and served no policy text; 'no terms found' is not 'no terms exist',True,True,False,https://www.usaspending.gov/,1,False,False,False,False
REVIEW-USDA-FNA-FDPIR-SELF-DETERMIN-69D5C6,USDA-FNA-FDPIR-SELF-DETERMIN-69D5C6,USDA FNA FDPIR Self-Determination Demonstration Project,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.fna.usda.gov/fdpir/self-determination,1,False,False,False,False
REVIEW-USDA-FNA-FORMERLY-FNS-FDPIR-9B6D21,USDA-FNA-FORMERLY-FNS-FDPIR-9B6D21,USDA FNA (formerly FNS) FDPIR,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.fna.usda.gov/fdpir,1,False,False,False,False
REVIEW-USDA-FNA-RSS-FEEDS-8-FEEDS-I-89D82C,USDA-FNA-RSS-FEEDS-8-FEEDS-I-89D82C,USDA FNA RSS Feeds (8 feeds incl. FDPIR policy memos),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.fna.usda.gov/rss-feeds,1,False,False,False,False
REVIEW-USDA-NIFA-NOFO-LIST-RFA-LIST-0689AF,USDA-NIFA-NOFO-LIST-RFA-LIST-0689AF,USDA NIFA NOFO List (RFA List),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nifa.usda.gov/rfa-list,1,False,False,False,False
REVIEW-USDA-NIFA-RFA-LIST-201A26,USDA-NIFA-RFA-LIST-201A26,USDA NIFA RFA List,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nifa.usda.gov/grants/request-for-application-list-rfa,1,False,False,False,False
REVIEW-USDA-NIFA-TRIBAL-COLLEGES-RE-DEB1E1,USDA-NIFA-TRIBAL-COLLEGES-RE-DEB1E1,USDA NIFA Tribal Colleges Research Grants Program (TCRGP),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nifa.usda.gov/grants/funding-opportunities/tribal-colleges-research-grants-program,1,False,False,False,False
REVIEW-USDA-NIFA-TRIBAL-PROGRAMS-8F4CAD,USDA-NIFA-TRIBAL-PROGRAMS-8F4CAD,USDA NIFA Tribal Programs,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nifa.usda.gov/grants/programs/nifa-tribal-programs,1,False,False,False,False
REVIEW-USDA-NIFA-TRIBAL-PROGRAMS-HU-43CE05,USDA-NIFA-TRIBAL-PROGRAMS-HU-43CE05,USDA NIFA Tribal Programs Hub,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nifa.usda.gov/grants/programs/nifa-tribal-programs,1,False,False,False,False
REVIEW-USDA-RD-ALL-PROGRAMS-DIRECTO-43D843,USDA-RD-ALL-PROGRAMS-DIRECTO-43D843,USDA RD All Programs Directory,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/programs-services/all-programs,1,False,False,False,False
REVIEW-USDA-RD-FEDERAL-FUNDING-OPPO-9761D9,USDA-RD-FEDERAL-FUNDING-OPPO-9761D9,USDA RD Federal Funding Opportunities,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/newsroom/federal-funding-opportunities,1,False,False,False,False
REVIEW-USDA-RD-TRIBAL-GOVDELIVERY-T-B85B07,USDA-RD-TRIBAL-GOVDELIVERY-T-B85B07,USDA RD Tribal GovDelivery (Tribal Updates),human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://public.govdelivery.com/accounts/USDARD/subscriber/new?category_id=USDARD_C148,1,False,False,False,False
REVIEW-USDA-RD-TRIBAL-RELATIONS-E1F93D,USDA-RD-TRIBAL-RELATIONS-E1F93D,USDA RD Tribal Relations,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.rd.usda.gov/about-rd/tribal-relations,1,False,False,False,False
REVIEW-AMERICAN-INDIAN-COLLEGE-FUND-06CAB1,AMERICAN-INDIAN-COLLEGE-FUND-06CAB1,American Indian College Fund,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://collegefund.org/students/scholarships,2,False,False,False,False
REVIEW-BIA-ACCESS-TO-CAPITAL-CLEARI-84B5EF,BIA-ACCESS-TO-CAPITAL-CLEARI-84B5EF,BIA Access to Capital Clearinghouse (cross-agency lead),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.bia.gov/atc,2,False,False,False,False
REVIEW-CDC-ATSDR-TRIBAL-ADVISORY-CO-81690E,CDC-ATSDR-TRIBAL-ADVISORY-CO-81690E,CDC/ATSDR Tribal Advisory Committee,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.cdc.gov/tribal-health/advisory/index.html,2,False,False,False,False
REVIEW-CDC-HEALTHY-TRIBES-C6B4C6,CDC-HEALTHY-TRIBES-C6B4C6,CDC Healthy Tribes,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.cdc.gov/healthy-tribes/about/index.html,2,False,False,False,False
REVIEW-CDC-TRIBAL-HEALTH-PROGRAMS-23E223,CDC-TRIBAL-HEALTH-PROGRAMS-23E223,CDC tribal health programs,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.cdc.gov/healthy-tribes/about/index.html,2,False,False,False,False
REVIEW-CLEAN-WATER-INDIAN-SET-ASIDE-628155,CLEAN-WATER-INDIAN-SET-ASIDE-628155,Clean Water Indian Set-Aside (CWISA),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.epa.gov/small-and-rural-wastewater-systems/clean-water-indian-set-aside-program,2,False,False,False,False
REVIEW-DOI-BIE,DOI-BIE,Bureau of Indian Education,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.bie.edu/topic-page/grants,2,False,False,False,False
REVIEW-DOJ-GOVDELIVERY-EMAIL-BULLET-7ABC99,DOJ-GOVDELIVERY-EMAIL-BULLET-7ABC99,DOJ GovDelivery email bulletins,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://public.govdelivery.com/accounts/USDOJ/subscriber/new,2,False,False,False,False
REVIEW-DOJ-TRIBAL-ACCESS-PROGRAM-TA-E075AC,DOJ-TRIBAL-ACCESS-PROGRAM-TA-E075AC,DOJ Tribal Access Program (TAP),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.justice.gov/tribal/tribal-access-program-tap,2,False,False,False,False
REVIEW-DOT-PROGRAMS-WITH-UNVERIFIED-384004,DOT-PROGRAMS-WITH-UNVERIFIED-384004,"DOT programs with unverified tribal terms (RAISE, Bridge Investment, Rural Surface Transportation, PROTECT, FAA AIP, Thriving Communities, state HSIP pass-through)",human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.transportation.gov/grants,2,False,False,False,False
REVIEW-EPA-BROWNFIELDS-GRANTS-AND-F-644929,EPA-BROWNFIELDS-GRANTS-AND-F-644929,EPA Brownfields Grants and Funding,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.epa.gov/brownfields/grants-and-funding,2,False,False,False,False
REVIEW-FED-USA,FED-USA,USAspending,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.usaspending.gov/,2,False,False,False,False
REVIEW-FEMA-OPENFEMA-API-395C7C,FEMA-OPENFEMA-API-395C7C,FEMA OpenFEMA API,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.fema.gov/api/open/v2,2,False,False,False,False
REVIEW-HUD-EXCHANGE-MAILING-LIST-068F1D,HUD-EXCHANGE-MAILING-LIST-068F1D,HUD Exchange Mailing List,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.hudexchange.info/mailinglist/,2,False,False,False,False
REVIEW-HUD-EXCHANGE-NEWS-DAFB2D,HUD-EXCHANGE-NEWS-DAFB2D,HUD Exchange News,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hudexchange.info/news/,2,False,False,False,False
REVIEW-HUD-EXCHANGE-PROGRAM-INDEX-A-4C60C5,HUD-EXCHANGE-PROGRAM-INDEX-A-4C60C5,HUD Exchange Program Index (A-Z),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hudexchange.info/programs/,2,False,False,False,False
REVIEW-HUD-EXCHANGE-PROGRAM-SUPPORT-628324,HUD-EXCHANGE-PROGRAM-SUPPORT-628324,HUD Exchange Program Support / Community Compass TA,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hudexchange.info/program-support/,2,False,False,False,False
REVIEW-HUD-EXCHANGE-TRIBAL-HOUSING-534C1A,HUD-EXCHANGE-TRIBAL-HOUSING-534C1A,HUD Exchange - Tribal Housing Priority Page,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hudexchange.info/programs/priority-tribal/,2,False,False,False,False
REVIEW-HUD-IHBG-FORMULA-IHBGFORMULA-AAD744,HUD-IHBG-FORMULA-IHBGFORMULA-AAD744,HUD IHBG Formula / ihbgformula.com,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://ihbgformula.com/fy2027/,2,False,False,False,False
REVIEW-HUD-NATIVE-HAWAIIAN-PROGRAMS-830D0B,HUD-NATIVE-HAWAIIAN-PROGRAMS-830D0B,HUD Native Hawaiian Programs (incl. NHHBG),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hud.gov/helping-americans/public-indian-native-hawaiian-housing,2,False,False,False,False
REVIEW-HUD-ONAP-NOTICES-PIH-NATIVE-B47208,HUD-ONAP-NOTICES-PIH-NATIVE-B47208,HUD ONAP Notices (PIH - Native American Programs),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hud.gov/hudclips/notices/pih-native-american-programs,2,False,False,False,False
REVIEW-HUD-TRIBAL-HUD-VASH-572F23,HUD-TRIBAL-HUD-VASH-572F23,HUD Tribal HUD-VASH,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.hud.gov/helping-americans/public-indian-housing-tribal-hud-vash,2,False,False,False,False
REVIEW-IHS-LISTSERV-EMAIL-GROUPS-70F349,IHS-LISTSERV-EMAIL-GROUPS-70F349,IHS LISTSERV email groups,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.ihs.gov/listserv/,2,False,False,False,False
REVIEW-NASA-NSPIRES,NASA-NSPIRES,NSPIRES,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://nspires.nasaprs.com/,2,False,False,False,False
REVIEW-NIH-REPORTER,NIH-REPORTER,NIH RePORTER,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.reporter.nih.gov/,2,False,False,False,False
REVIEW-NIH-REPORTER-API-E82D6A,NIH-REPORTER-API-E82D6A,NIH RePORTER API,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://api.reporter.nih.gov,2,False,False,False,False
REVIEW-NPS-HPF-GRANTS-EMAIL-BULLETI-12A869,NPS-HPF-GRANTS-EMAIL-BULLETI-12A869,NPS HPF grants email bulletin,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.nps.gov/subjects/historicpreservationfund/bulletin-update.htm,2,False,False,False,False
REVIEW-NSF-UPCOMING-DUE-DATES-RSS-59C55A,NSF-UPCOMING-DUE-DATES-RSS-59C55A,NSF Upcoming Due Dates RSS,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.nsf.gov/rss/rss_www_funding_upcoming.xml,2,False,False,False,False
REVIEW-POTLATCH-FUND-48BDCA,POTLATCH-FUND-48BDCA,Potlatch Fund,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.potlatchfund.org/grants,2,False,False,False,False
REVIEW-REGULATIONS-GOV-API-V4-EC2949,REGULATIONS-GOV-API-V4-EC2949,Regulations.gov API v4,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://open.gsa.gov/api/regulationsgov/,2,False,False,False,False
REVIEW-SAFE-STREETS-AND-ROADS-FOR-A-A7DBA0,SAFE-STREETS-AND-ROADS-FOR-A-A7DBA0,Safe Streets and Roads for All (SS4A),terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.transportation.gov/grants/SS4A,2,False,False,False,False
REVIEW-SBA-8-A-BUSINESS-DEVELOPMENT-4A0E16,SBA-8-A-BUSINESS-DEVELOPMENT-4A0E16,SBA 8(a) Business Development Program,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.sba.gov/certifications/,2,False,False,False,False
REVIEW-SC-ATTORNEY-GENERAL-CRIME-VI-6C989A,SC-ATTORNEY-GENERAL-CRIME-VI-6C989A,SC Attorney General Crime Victim Services Division,terms_review_required,pending,terms carry an obligation or restriction needing legal review,True,False,False,https://www.scag.gov/inside-the-office/crime-victim-services-division/,2,False,False,False,False
REVIEW-SC-BROADBAND-GRANT-NOTIFICAT-F56BC2,SC-BROADBAND-GRANT-NOTIFICAT-F56BC2,SC Broadband Grant Notifications list,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://survey123.arcgis.com/share/1dfc50d7a5a64e709b4b55d5b38183b9,2,False,False,False,False
REVIEW-SC-DEPARTMENT-OF-NATURAL-RES-7A9BC2,SC-DEPARTMENT-OF-NATURAL-RES-7A9BC2,SC Department of Natural Resources Flood Mitigation Assistance,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://www.dnr.sc.gov/water/flood/mitgrants.html,2,False,False,False,False
REVIEW-SC-DEPARTMENT-OF-PUBLIC-HEAL-8DADC1,SC-DEPARTMENT-OF-PUBLIC-HEAL-8DADC1,SC Department of Public Health grants and subawards,human_review_only,pending,terms permit human access only; automation is not available,True,True,False,https://dph.sc.gov/,2,False,False,False,False
